SiduriMakorPitzul,Siduri,MbNifkadGalKodem,wave,s_seker,MishkalMb,ozeret,tahasokaozeret,Meconit,k_ShaotOzeret,k_MispMeconiyot1,sumHPensiaShnatit,sumHHishShnatit,sumHGemelShnatit,sumHMilgaShnatit,sumHHulShnatit,sumHAnashimShnatit,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,SachNefashot,Nefashot18up,Men18Up,Women18Up,Nefashot0_17,k_baalut1,m_DmeSchirutChodeshi,m_SetachMigrashBayitprati,k_mizug,m_ShuviDira,m_MechirDiraKnuyaB12,m_KesefKniyaAtidit,m_HalvaaDiyur,m_HalvaaLoDiyur,m_MisgeretAshrai,m_YeshAshrai,m_Mechirkarka,ADechiyaMoedTashlum1,AKredit1,APrisatTushlum1,AimMekura1,AlutBniya1,AtidMechiraDira1,AtidMechiraDiraN1,BaalutDiraLLoBealim1,BaalutDiraLLoBealimKama1,BaalutDiraNosefet1,BaalutDiraNosefetKama1,BaayaBiluy1,BaayaChinuch1,BaayaChoshech1,BaayaHaznacha1,BaayaKvish1,BaayaMatos1,BaayaMifal1,BaayaRakevet1,BaayaRech1,BaayaZevel1,BaayaZihum1,BituachMenahalimMb1,ChanayaPratit1,ChederAronot1,CheshbonChasum1,ChisachonAtid1,ChisachonHayom1,DiraMedurag1,DiraNosefet121,DiraNosefetP121,GemelVPizuyimMB1,GinaPratit1,GodelGinaPratit1,HagdalatDira1,HalvaaLoDiyurAcher1,HalvaaLoDiyurAshrai1,HalvaaLoDiyurAvoda1,HalvaaLoDiyurBank1,HalvaaLoDiyurBituach1,HalvaaLoDiyurLising1,HasakaPratit1,HaskaChisachon1,HaskaLoNeemanut1,HaskaNeemanut1,HaskaPikdon1,HeviDoch1,kHishMB1,kNeemanutMB1,kPensiaMB1,K_MispHadarim1,K_MispChadarimMegurim1,KamaGinaPratit1,KamaKarkaLoChaklait1,KamaKivun1,KamaMirpeset1,KamaSherutim1,KarkaAcheret1,KarkaChaklait1,KarkaLoChaklait1,KesefHutzAcher1,KesefHutzD1,KesefHutzDinarY1,KesefHutzE1,KesefHutzL1,KibelMechirDiraN1,Kivun1,KniyaAtiditDira1,M_ChodashimCheshbonChasum1,M_ChodashimMinus1,M_PeamimPniyaBank1,Maaliyot1,MachsanBetochD1,MachsanMiD1,MatbeaAlutBniya1,MatbeaBniya1,MatbeaChisachon1,MatbeaHutz1,MatbeaKnuya1,MatbeaLoNeemanut1,MatbeaNeemanut1,MatbeaPikdon1,MazavKAtid1,MazavKAvar1,MechirBniya1,MechirKnuya1,MechiraDiraNKama1,MechiraDiraNosefet1,MekorSetach1,MenayotMB1,Minus1,MirpesetChitzonit1,MirpesetSherut1,MispDirotBinyan1,MispKomotBinyan1,Mocher1,MspDirotBeKomatMegurim1,NofAntena1,NofGag1,NofKvish1,NofKvishPnimi1,NofRakevet1,NofSetachPatuch1,NofSetachYarok1,NofYam1,OfenBaalut1,OfenBaalutMigrash1,PikdonotMB1,PniyaBank1,SchumHalvaaLoDiyur1,SetachBayitpratY1,SetachDira1,Sfarim1,ShanaBniya1,ShanaRechishaB1,ShanaRechishaK1,ShiirochChisachonChodesh1,ShiirochChisachonShana1,ShiirochChisachonYom1,ShiirochLoNeemanutChodesh1,ShiirochLoNeemanutShana1,ShiirochLoNeemanutYom1,ShiirochNeemanutChodesh1,ShiirochNeemanutShana1,ShiirochNeemanutYom1,ShiirochPikdonChodesh1,ShiirochPikdonShana1,ShiirochPikdonYom1,ShuviDirotLoMegurim1,SinuyimPnimiimBDira1,SugCheshbon1,SugDira1,TChisachonMB1,TaarichRechishaB1,TaarichRechishaK1,YitraNEAgachMemshaltiBAhuz1,YitraNEAgachMemshaltiBSchum1,YitraNEMenayotBAhuz1,YitraNEMenayotBSchum1,m_KesefMB1,m_SchumHalvaaDiyur1,GodelKarkaLoChaklait,MdidaKarkaLoChaklait,KarkaChaklaitSetach,MdidaKarkaChaklait,sumHMosdotShnatitnew,SacShnatikolel_Lembnew
,56,1,2,2013,500.1803747,1,3,2,4,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,1,1200000,,,2,2,99999998,1,,2,1,1,2,,2,,,,2,,1,1,2,2,1,1,2,2,1,2,2,2,1,2,,3,3,2,,2,2,2,,2,,,,,,,2,99999999,,,,,2,2,2,3,3,,,4,1,2,2,2,2,,,,,,,5,2,,,,1,2,1,,,,2,1,,,,3,3,,800000,,2,1,2,2,1,1,3,3,2,4,2,1,1,1,2,2,1,2,1,,2,,,,100,2,8,,2004,0,,,,,,,,,,,,,2,1,4,1,,7,,,,,5,,,,,,19054.5,19054.5
,57,1,2,2013,811.1280983,2,,1,,1,60000,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,280,2,2000000,,,2,1,12000,1,,2,2,99999998,,,2,,,,2,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,3,1,,2,2,,,1,2,2,2,1,2,2,3,,,,,,2,2,2,5,5,,,3,,2,2,2,2,,,,,,,6,2,,12,,0,2,1,,,,2,,,,,99999998,2,,99999998,,2,4,2,1,,2,,,1,,99999998,2,2,1,2,2,2,2,1,,2,2,6000,1,110,3,2,,1976,,,,,,,,,,,,,,1,1,7,2,,6,,,,,99999998,,,,,,49180,109180
,58,1,2,2013,430.8080346,2,,1,,1,25200,0,0,0,0,0,0,0,0,0,0,2,2,,2,,1,,,1,99999998,,,2,2,99999998,1,,1,2,1,2,,2,,,,2,,2,2,2,2,1,2,2,2,2,2,1,2,1,2,,4,4,2,,2,2,1,60,2,,,,,,,3,,,,,,2,2,1,3,3,1,,2,1,1,2,2,2,,,,,,,6,2,,,,1,2,2,,,,2,,,,,4,5,,99999999,,2,3,2,2,1,2,3,4,99999999,1,2,1,2,1,2,2,2,2,1,,2,,,,79,4,99999998,,99999998,,,,,,,,,,,,,,2,1,2,2,,99999998,,,,,1,,,,,,124764,149964
,59,1,2,2013,834.3847816,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,1700000,,,2,2,75000,1,,2,2,1,,,2,,,,2,,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,4,2,,2,2,2,,2,,,,,,,3,,,,200000,,1,2,1,3,3,,,2,,2,2,2,2,,,,,,,1,2,,5,,1,2,2,,,,2,7,,,1,3,3,,60000,,2,3,2,1,2,2,4,8,2,3,99999998,1,1,1,2,2,2,2,1,,1,2,,,95,4,4,,1969,,,,,,,,,,11,2013,19,,1,1,4,2,,99999998,,,,,3,,,,,,0,324000
,60,1,2,2013,489.7148529,2,,1,,1,0,0,0,0,0,0,0,0,0,0,6000,1,1,1,,,2,4200,,2,,,,2,1,15000,1,,2,2,2,,,,2,1,1,,,2,2,2,2,2,2,2,2,2,2,2,1,,1,2,2,2,2,2,,1,,,,2,2,2,1,2,2,3,14000,,,,,1,2,2,5,2,,,4,1,2,2,2,2,,,,,,,4,2,,7,,0,2,2,,,1,2,,,,,99999998,3,,,,2,4,2,1,1,2,,,,,99999998,2,1,2,2,1,2,2,,,2,2,8000,,105,5,9,,,12,2013,9,,,,,,,,,,,,1,8,1,,,,,,,4,,,,,,0,183600
,61,1,2,2013,564.6143022,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,1,,,2,,,,2,2,,,,,,,,,2,,,,2,,2,2,2,2,1,2,2,2,2,2,2,99999998,2,2,,99999998,3,2,,2,99999998,2,,2,,,,,,,99999998,,,,,,99999998,99999998,99999998,3,3,,,3,,2,2,2,2,,,,,,,5,2,,,,0,2,1,,,,99999998,,,,,99999998,5,,,,2,3,99999998,,2,2,,,,,2,2,2,2,2,2,2,2,3,,99999998,,,,200,5,1,,,,,,,,,,,,,,,,2,99999998,5,99999998,,,,,,,99999998,,,,,,34050,34050
,63,1,2,2013,713.2938313,2,,1,,1,0,0,0,0,0,0,10,0,0,0,0,2,2,1,1,,1,,,2,99999998,,,2,2,25000,1,,2,2,1,2,,99999998,,,,2,,2,2,1,2,2,2,2,2,2,2,2,2,1,2,,4,4,2,,2,1,1,150,2,,,,,,,3,99999999,,99999999,99999999,,2,1,2,5,1,1,,3,,2,2,2,2,,,,,,,5,99999998,,,,0,2,2,,,,2,,,,,3,3,,99999998,,2,1,2,2,2,2,,,2,,2,2,2,1,2,2,2,2,1,,1,,,,160,5,5,,1976,0,,,,,,0,,,0,,,,2,1,5,1,,7,,,,,4,,,,,,67395.5,115405.5
,64,1,2,2013,445.432826,2,,1,,1,48000,0,0,0,28680,0,0,0,0,0,0,2,2,1,1,,1,,,2,99999998,,,2,2,5000,1,,2,2,2,,,2,,,,2,,2,1,2,1,1,1,2,2,2,2,1,2,2,2,,4,4,2,,2,1,2,,2,,,,,,,3,99999998,,,99999998,,2,2,2,4,4,,,2,,2,2,2,2,,,,4,,,6,2,,,,1,2,2,,,,1,7,,,,3,3,,25000,,2,4,1,2,2,1,4,6,2,4,2,1,2,1,2,2,2,2,1,,1,,,,75,4,6,,99999998,0,,,0,,,,,,0,,,,2,1,4,1,,99999998,,,,,3,,,,,,24570,101250
,66,1,2,2013,393.2894772,1,1,1,1,2,86400,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,99999998,,,2,2,30000,1,,2,2,1,3,,2,,,,2,,1,2,2,2,1,1,2,2,2,2,2,1,1,1,,2,2,1,,2,1,1,210,2,,,,,,,3,,,99999999,99999999,,1,1,1,5,5,1,,3,,3,2,2,2,,1,,,,,1,2,,,,0,2,2,,,,1,,,,,3,3,,99999999,,2,3,1,2,,1,,,2,,1,1,2,2,2,2,2,2,1,,1,,,,194,5,7,,2001,,,,0,,,0,,,0,,,,2,1,5,2,,12,,,10,,4,,,,,,56902,425302
,67,1,2,2013,431.8603948,1,3,2,1,,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,2,5500,,1,,,,2,2,99999999,1,,2,2,2,,,,,2,,,,2,2,2,2,1,1,2,2,1,2,2,99999999,,2,,99999998,99999998,2,2,,99999999,2,,,,,,,,,2,,,,,,99999999,99999999,99999999,1,1,,,99999998,,1,2,2,2,,,,,,,6,2,,,,2,2,2,,,,99999999,,,,,99999998,3,,,,2,,99999999,99999999,2,2,5,4,,99999998,2,1,2,1,2,2,2,2,,,99999999,,,,99999998,1,7,,,,,,,,,,,,,,,,,1,4,99999999,,,,,,,99999999,,,,,,35413.5,35413.5
,68,1,2,2013,549.5721481,2,,1,,2,48000,0,0,0,0,0,0,0,0,0,0,3,3,2,1,,1,,,1,99999998,,,2,1,99999999,1,,1,1,1,,,2,,,,2,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,4,2,,2,1,2,,2,2,1,1,1,2,2,3,99999998,,,,,2,2,2,4,4,,,3,,3,2,2,2,,,,,,,4,2,,12,99999998,1,2,2,,,,2,7,,,,4,4,,140000,,2,3,2,1,2,2,3,4,2,1,2,1,2,2,2,2,2,2,1,,2,1,99999998,,100,3,5,,99999998,0,,,,,,,,,,,,,1,1,4,1,,99999998,,,,,99999999,,,,,,50002.5,230002.5
,69,1,2,2013,568.2704194,1,1,1,1,1,36000,0,0,0,0,0,0,0,0,0,0,1,1,,1,,1,,,2,99999998,,,2,2,3000,1,,2,2,2,,,2,,,,2,,2,2,1,2,1,2,2,2,2,1,2,2,2,2,,4,4,2,,2,1,2,,2,,,,,,,3,,450000,,,,2,2,1,3,3,,,3,,2,2,2,2,,,,,,,6,2,,,,0,2,2,,,,2,7,1,,,1,3,,42000,,2,3,1,2,2,2,2,3,2,2,99999998,2,1,2,2,2,2,2,1,,2,,,,85,3,3,,1965,,,,9,2013,1,,,,,,,,1,1,4,2,,5,40,,10,,5,,,,,,73981,109981
,70,1,2,2013,905.6053995,1,3,2,4,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,1,,,3,800000,,,2,2,20000,1,,2,1,1,,,2,,,,2,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,,4,4,2,,2,2,2,,2,,,,,,,3,,400000,,100000,,2,2,2,3,3,,,2,,1,2,2,2,,,,,,,1,2,,,,1,2,2,,,,2,2,1,,1,4,4,,50000,,2,4,1,2,2,2,3,4,3,4,2,1,1,1,2,2,2,2,1,,1,,,,65,5,6,,1986,,,,1,2014,21,,,,1,2014,21,,2,1,4,2,,99999998,,,,,5,,,,,,39420,39420
,72,1,2,2013,412.5725052,1,1,1,1,1,0,0,0,0,0,0,0,800,0,43200,0,2,2,1,1,,1,,,2,1600000,,,2,2,25000,1,,1,1,1,,,2,2,,,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,3,2,,2,1,2,,2,,,,,,,3,250000,200000,,150000,,2,2,1,4,3,,,2,,1,2,2,2,,,,,,,6,2,,12,,1,2,2,,,1,2,2,1,,1,3,3,,153000,,2,1,1,1,2,1,4,7,1,4,2,2,2,1,2,2,2,2,1,,1,2,,,73,4,4,,1994,5,2014,1,5,2014,1,,,,5,2013,5,,2,1,4,1,,4,,200000,,,1,,,,,,54160,98160
,75,1,2,2013,584.1401329,1,1,1,1,2,72000,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,2,4700,,1,,1900000,,2,2,40000,1,,2,2,1,,,,2,1,1,,,2,2,2,2,2,2,2,2,2,1,2,2,,1,,3,3,2,1,,1,2,,,,,,,,,3,811000,,,,,1,2,2,4,4,,,2,1,2,2,2,2,,,,4,,,6,2,,,,1,1,2,,,1,1,,,,,3,3,,,,2,4,2,2,1,1,4,7,,4,2,2,2,2,2,2,2,2,,,2,,,,120,3,9,,,12,2013,31,,,,,,,,,,99999998,,1,4,1,,,,,,,5,,,,,,72272,205173
,76,1,2,2013,543.3023074,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,1600000,,,2,2,22000,1,,2,1,1,1,,1,,,,2,,2,2,2,2,2,2,2,2,2,1,2,2,1,2,,2,2,2,,2,1,2,,2,,,,,,,2,,,,150000,,1,2,1,4,4,,,3,,2,2,2,2,,,,,,,4,2,,,,1,2,2,,,,2,,,,1,3,3,,99999998,,2,3,2,2,2,1,3,4,2,3,2,2,1,1,2,2,2,2,1,,1,,,,90,5,6,,1981,,,,,,,,,,1,2014,1,,2,1,4,2,,99999998,,,,,5,,,,,,25276,301276
,77,1,2,2013,413.1899347,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,1,99999998,,,99999998,,,,,,,,,,2,,,,2,,2,1,2,2,1,2,2,2,2,2,1,99999999,2,2,,4,4,2,,2,99999999,2,,2,,,,,,,3,,,,,,99999999,99999999,99999999,3,2,,,4,,2,2,2,2,,,,,,,1,2,,,,0,2,2,,,,99999999,,,,,5,3,,99999999,,2,4,99999999,,2,2,3,4,1,3,2,2,2,1,2,2,2,2,1,,99999999,,,,80,4,2,,99999998,,,,,,,,,,,,,,1,99999999,4,99999999,,99999998,,,,,99999999,,,,,,0,469537
,78,1,2,2013,235.7921389,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,3,2,2,,1,1,,,2,1000000,,,2,2,32000,1,,1,2,2,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,,2,1,2,,2,,,,,,,3,,,,,,2,2,2,4,4,,,2,,1,2,2,2,,,,,,,1,2,,12,2,1,2,1,,,,2,7,,,,3,3,,177500,,2,3,2,1,,1,4,4,2,1,2,1,1,1,2,1,2,2,1,,2,1,,,100,4,5,,1977,,,,,,,,,,,,,,1,2,4,2,,6,,,,,3,,,,,,0,81600
,79,1,2,2013,510.8304955,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,1600000,,,1,1,50000,1,2200000,1,1,1,1,,1,2,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,5,2,,2,1,2,,2,2,2,2,1,2,2,3,99999998,,,,2,2,2,2,5,5,,,4,1,3,1,2,2,,,,,,,4,2,,12,,1,2,1,,,,2,,,,,2,2,,99999998,,2,1,2,1,1,2,2,5,2,2,2,1,2,1,2,2,2,2,1,,2,2,750000,,130,3,6,,99999998,0,,,,,,,,,,,,,2,2,4,1,,99999998,,,,,1,750000,,,,,8325.666667,269525.6667
,80,1,2,2013,610.6480614,1,3,2,4,,0,0,0,0,18000,0,0,0,0,0,0,1,1,,1,,3,,,2,,,,2,2,3000,1,,2,2,1,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,3,2,2,,2,2,,2,,,,,,,3,,,,,,2,2,2,3,2,,,2,,1,2,2,2,,,,,,,1,2,,,,0,2,2,,,,2,,,,,4,3,,,,2,4,2,2,2,1,3,4,,4,2,2,2,2,2,2,2,2,,,2,,,,52,5,4,,,,,,,,,,,,,,,,2,1,4,2,,,,,,,3,,,,,,56235,74235
,81,1,2,2013,423.9206677,1,1,1,1,1,0,0,0,0,0,0,0,0,0,24000,0,3,3,1,2,,1,,,2,800000,,,1,2,7000,1,,2,2,1,,,2,2,,,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,,2,2,2,,2,2,2,,2,,,,,,,3,99999998,,,99999998,2,2,2,2,3,3,,,3,,1,2,2,2,99999999,99999999,,99999999,99999999,,4,2,,,,0,2,2,,,,1,1,,,,2,2,,10000,,2,4,2,2,2,2,2,3,2,3,2,2,2,2,2,2,1,1,1,,1,,,,60,3,3,,1956,0,,,,,,,,,0,,,,1,1,3,1,,99999998,,,,,5,20000,,,,,83616,113709.75
,82,1,2,2013,776.7801118,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,3,,,1,,,,2,2,15000,1,,1,2,2,1,,,,2,,,,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,3,3,2,2,,2,,,2,,,,,,,3,,,,,,2,2,2,3,2,,,3,1,2,2,2,2,,,,,,,6,2,,99999998,,0,2,1,,,,2,,,,,3,4,,,,2,3,2,1,1,1,,,,,2,1,2,1,2,1,2,2,,,99999999,2,,,160,5,2,,,,,,,,,,,,,,,,2,1,8,2,,,,,,,3,,,,,,48280.5,48280.5
,83,1,2,2013,456.7747281,2,,1,,1,72000,0,0,0,0,0,0,0,0,0,0,1,1,,1,,6,,,2,,,,2,2,30,1,,2,2,2,,,,,2,,,,2,2,2,2,2,2,1,2,2,2,2,2,,2,,99999998,3,2,2,,2,,,,,,,,,,2,,,,,,2,2,2,4,4,,,2,1,2,2,2,2,,,,,,,5,2,,,,0,2,1,,,,2,,,,,4,3,,,,2,3,2,2,1,2,,,,,2,1,2,1,2,2,1,2,,,2,,,,90,5,5,,,,,,,,,,,,,,,,,1,8,2,,,,,,,5,,,,,,37919.25,109919.25
,84,1,2,2013,629.2686428,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,1,,,3,99999998,,,2,2,99999998,2,,,,,,,2,,,,2,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,4,3,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,1,2,1,,,3,,1,2,2,2,,,,,,,7,2,,,,0,2,2,,,,2,,,,,3,3,,99999998,,2,,2,2,2,1,2,4,1,2,2,2,2,1,2,2,2,2,1,,2,,,,99999998,3,99999998,,1980,,,,,,,,,,,,,,2,1,4,2,,99999998,,,,,3,,,,,,25636.5,25636.5
,85,1,2,2013,575.7636243,2,,2,,,54000,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,1,1700000,,,2,2,50000,1,,1,2,1,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,3,2,,2,2,2,,2,,,,,,,2,,,,,,2,2,2,3,2,,,1,,2,2,2,2,,,,,,,7,2,,,,2,2,2,,,,2,1,,,,3,3,,1700000,,2,4,2,2,2,2,5,6,2,8,2,1,2,2,2,2,2,2,1,,2,,,,50,5,8,,2008,,,,,,,,,,,,,,2,1,4,2,,3,,,,,4,,,,,,24756,78756
,86,1,2,2013,629.2686428,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,1,,2,2500,,2,,,,2,2,20000,1,,2,2,2,,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,,1,2,,,,,,,,,3,,,,,,1,2,1,4,4,,,1,1,2,2,2,2,,,,,,,5,2,,,,0,2,2,,,,2,,,,,3,3,,,,2,4,2,2,1,1,4,5,,4,99999998,1,2,2,2,1,2,2,,,2,,,,100,3,99999998,,,,,,,,,,,,,,,,,1,4,2,,,,,,,3,,,,,,0,145608
,87,1,2,2013,521.4084428,1,1,2,1,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,1000000,,,2,2,35000,1,,2,2,1,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,3,2,,2,2,2,,1,,,,,,,3,,,,600000,,2,2,2,3,3,,,3,,1,2,2,2,,,,,,,4,2,,,,0,2,2,,,,2,7,,,1,3,3,,24000,,2,3,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,,1,,,,70,5,2,,1965,,,,,,,,,,12,2013,31,,1,1,4,2,,6,,,,,5,,,,,,89916,89916
,89,1,2,2013,629.2686428,2,,2,,,0,0,0,0,32695.2,0,0,0,0,0,0,1,1,,1,,1,,,2,99999998,,,2,2,99999998,1,,2,2,1,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,3,2,,2,2,,,2,,,,,,,2,,,,,,2,2,2,4,3,,,3,1,1,2,2,2,,99999998,,99999998,,,3,2,,,,1,2,2,,,,1,,,,,3,3,,99999998,,2,3,2,2,1,1,3,4,2,3,2,2,2,1,2,2,2,2,1,,2,,,,88,5,3,,1963,,,,,,,,,,,,,,1,1,4,2,,10,,,,,4,,,,,,27420,60115.2
,92,1,2,2013,356.6469157,2,,1,,1,11640,0,0,0,17208,0,0,0,0,36000,0,2,2,1,1,,1,,,2,1500000,,99999998,2,2,99999998,1,,2,2,2,1,,1,2,,,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,,4,3,2,,2,2,2,,2,,,,,,,3,27000,,,300000,,2,2,1,4,4,,,2,1,2,2,2,2,,,,2,,,4,1,,,,0,2,2,,,1,1,2,,,1,3,3,,120000,,2,3,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,,1,,,,93,2,6,,1985,12,2013,29,,,,,,,12,2013,29,,2,1,4,1,,1,,,,,2,,,,,,45584.75,110432.75
,94,1,2,2013,438.1704213,1,1,2,1,,20400,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,1200000,,,2,2,1600,1,,2,2,2,,,2,,,,2,,2,2,2,1,1,2,2,2,2,2,1,2,2,2,,3,2,2,,2,2,2,,2,,,,,,,3,,,,99999999,,2,2,2,3,2,,,4,,1,2,2,2,,,,4,,,4,2,,,,0,2,2,,,,1,7,,,,3,3,,16000,,2,4,2,2,2,2,2,3,2,1,2,2,1,2,2,2,2,2,1,,1,,,,100,3,3,,1960,,,,,,,,,,0,,,,1,1,4,2,,3,,,,,5,,,,,,47322.25,67722.25
,95,1,2,2013,476.5596272,1,3,2,4,,156696,0,0,0,0,0,0,0,0,12000,0,2,2,1,1,,1,,,1,1400000,,,2,2,15000,2,,,,,,,2,2,,,1,1,2,1,2,2,1,2,2,2,2,2,99999998,2,2,2,,2,2,2,,2,2,2,,2,,,,,,,3,3000,400000,,1000000,,2,2,2,4,4,,,3,1,2,2,2,2,,,,,,,6,2,,,,2,2,2,,,1,2,1,1,,1,3,3,,540000,,2,1,1,2,1,1,4,8,2,4,2,2,1,1,2,2,1,2,1,,1,,,,84,5,7,,1996,11,2013,12,11,2013,12,,,,11,2013,12,,2,1,4,1,,11,,400000,,0,5,,,,,,27332,196028
,99,1,2,2013,454.9173458,2,,1,,2,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,2,3500,,2,,,,2,1,20000,1,,2,1,1,,,,2,1,1,,,2,2,1,2,2,2,2,2,2,2,2,1,,2,2,4,3,2,2,,1,,,,2,2,2,1,2,2,3,1800,,,,,2,2,1,3,2,,,4,1,1,2,2,2,,,,,,,5,2,,12,,0,2,2,,,1,2,,,,,1,1,,,,2,3,2,1,1,2,,,,,2,1,2,1,2,2,1,2,,,2,2,11000,,75,5,99999998,,,1,2014,23,,,,,,,,,,,,1,8,1,,,,,,,1,,,,,,1925,147213
,100,1,2,2013,468.5364891,1,1,2,1,,29760,0,0,0,0,0,0,0,0,0,0,1,1,,1,,1,,,2,1350000,,,2,2,6000,1,,1,2,1,,,2,,,,2,,2,2,2,2,1,2,2,2,2,2,1,2,2,2,,3,2,2,,2,1,2,,2,,,,,,,3,70000,,,,,2,2,1,4,4,,,2,1,2,2,2,2,,,,,,,5,2,,,,1,2,2,,,1,2,1,,,,99999998,3,,73000,,2,3,2,2,1,2,3,5,1,3,2,99999998,1,2,2,2,2,2,1,,2,,,,86,3,4,,1984,10,2013,23,,,,,,,,,,,2,1,4,1,,4,,,,,4,,,,,,122715.75,152475.75
,101,1,2,2013,575.7636243,2,,1,,1,84000,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,1,1500000,,,2,2,20000,1,,2,1,1,,,2,,,,2,,2,2,2,2,1,2,1,2,2,1,1,2,2,1,,4,3,2,,2,2,2,,2,,,,,,,1,,,,,,2,2,2,5,2,,,2,1,2,2,2,2,,,,,,,99999998,2,,,,1,2,2,,,,2,1,,,,99999998,3,,905000,,2,4,2,2,1,2,3,7,2,2,2,1,1,1,2,2,2,2,1,,2,,,,105,6,5,,1991,,,,,,,,,,,,,,2,1,4,2,,99999998,,,,,4,,,,,,50553,134553
,103,1,2,2013,687.1350274,2,,1,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,1,,,2,99999998,,,2,2,99999998,1,,2,2,1,1,,2,2,,,1,0.3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,1,1,2,,2,1,2,,2,,,,,,,3,99999998,,750000,,,1,1,1,3,3,,,3,1,2,2,2,2,,,,,,,8,2,,,,1,2,2,,,,2,1,,1,,3,3,,450000,,2,3,2,2,1,1,2,3,2,2,99999998,1,1,2,2,2,1,2,1,,2,,,,80,3,7,,1998,0,,,,,,1,2014,7,,,,,2,1,4,1,,4,,,,,5,,,,,,0,348000
,104,1,2,2013,609.1496528,2,,1,,1,60000,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,1,,,2,2000000,,,2,2,10000,1,,2,2,1,1,,99999998,,,,2,,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,4,3,2,,2,2,1,99999998,2,,,,,,,3,,,,,,2,2,99999998,3,3,1,,3,1,1,2,2,2,,,,,,,1,2,,2,,0,2,1,,,,2,,,,,3,3,,99999998,,2,3,2,1,1,1,3,3,1,1,2,2,2,1,2,2,2,2,1,,2,2,,,80,5,2,,1972,,,,,,,,,,,,,,2,1,3,2,,1,,,,,1,,,,,,83727.91667,143727.9167
,105,1,2,2013,491.0186663,2,,2,,,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,,1,,,2,120000,,,2,2,5000,1,,1,2,2,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,3,3,2,,2,2,2,,2,,,,,,,3,,,,,,2,2,2,3,2,,,2,,2,2,2,2,,,,,,,6,2,,,,1,2,2,,,,2,1,,,,3,4,,1115000,,2,4,2,2,2,2,3,4,2,4,2,2,2,2,2,2,2,2,1,,2,,,,74,5,4,,1972,,,,,,,,,,,,,,1,1,4,2,,8,,,,,2,,,,,,32479.25,78595.25
