Siduri,SiduriMakorPitzul,wave,s_seker,MishkalMb,MbNifkadGalKodem,HDividendShnatit,HEsekShnatit,HHashkaotShnatit,HRibitShnatit,HSchirutShnatit,sumHAnashimShnatit,sumHGemelShnatit,sumHHishShnatit,sumHHulShnatit,sumHMilgaShnatit,sumHPensiaShnatit,sumHMosdotShnatitnew,SacShnatikolel_Lembnew,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,GodelKarkaLoChaklait,HaskaChisachon1,HaskaLoNeemanut1,HaskaNeemanut1,HaskaPikdon1,KarkaChaklaitSetach,m_HalvaaDiyur,m_HalvaaLoDiyur,m_MisgeretAshrai,m_SetachMigrashBayitprati,M_ShuviDira,m_YeshAshrai,SchumHalvaaLoDiyur1,YitraNEAgachMemshaltiBAhuz1,YitraNEAgachMemshaltiBSchum1,YitraNEMenayotBAhuz1,YitraNEMenayotBSchum1,ShanaRechishaK1,ChodeshRechishaK1,ChodeshRechishaB1,m_DmeSchirutChodeshi,MatbeaKnuya1,MatbeaBniya1,MatbeaAlutBniya1,ADechiyaMoedTashlum1,AKredit1,APrisatTushlum1,AimMekura1,AlutBniya1,AtidMechiraDira1,AtidMechiraDiraN1,BaalutDiraLLoBealim1,BaalutDiraLLoBealimKama1,BaalutDiraNosefet1,BaalutDiraNosefetKama1,BaayaBiluy1,BaayaChinuch1,BaayaChoshech1,BaayaHaznacha1,BaayaKvish1,BaayaMatos1,BaayaMifal1,BaayaRakevet1,BaayaRech1,BaayaZevel1,BaayaZihum1,ChanayaPratit1,ChederAronot1,CheshbonChasum1,ChisachonAtid1,ChisachonHayom1,DiraMedurag1,DiraNosefet121,DiraNosefetP121,GinaPratit1,GodelGinaPratit1,HagdalatDira1,HasakaPratit1,K_MispHadarim1,K_MispHadarimMegurim1,KamaGinaPratit1,KamaKivun1,KamaMirpeset1,KamaSherutim1,KarkaAcheret1,m_MechirDiraKnuyaB12,m_KesefKniyaAtidit,KarkaChaklait1,MdidaKarkaChaklait,KarkaLoChaklait1,KamaKarkaLoChaklait1,MdidaKarkaLoChaklait,m_Mechirkarka,KibelMechirDiraN1,Kivun1,KniyaAtiditDira1,Maaliyot1,MachsanBetochD1,MachsanMiD1,MazavKAtid1,MazavKAvar1,MechirBniya1,MechirKnuya1,MechiraDiraNKama1,MechiraDiraNosefet1,MekorSetach1,MirpesetChitzonit1,MirpesetSherut1,MispDirotBinyan1,MispKomotBinyan1,Mocher1,MspDirotBeKomatMegurim1,NofAntena1,NofGag1,NofKvish1,NofKvishPnimi1,NofRakevet1,NofSetachPatuch1,NofSetachYarok1,NofYam1,OfenBaalut1,OfenBaalutMigrash1,SetachBayitpratY1,SetachDira1,Sfarim1,ShanaBniya1,ShanaRechishaB1,SinuyimPnimiimBDira1,SugCheshbon1,SugDira1,k_baalut1,k_MispMeconiyot1,k_mizug1,k_ShaotOzeret1,Meconit1,Ozeret1,ShuviDiraYoter1,SinuyDira21,SinuyDiraP21,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,BituachMenahalimMb1,GemelVPizuyimMB1,kHishMB1,kNeemanutMB1,kPensiaMB1,M_ChodashimCheshbonChasum1,M_ChodashimMinus1,M_PeamimPniyaBank1,PikdonotMB1,PniyaBank1,TChisachonMB1,m_KesefMB1,m_SchumHalvaaDiyur1,ShiirochChisachonChodesh1,ShiirochChisachonShana1,ShiirochChisachonYom1,ShiirochLoNeemanutChodesh1,ShiirochLoNeemanutShana1,ShiirochLoNeemanutYom1,ShiirochNeemanutChodesh1,ShiirochNeemanutShana1,ShiirochNeemanutYom1,ShiirochPikdonChodesh1,ShiirochPikdonShana1,ShiirochPikdonYom1,ShuviDirotLoMegurim1,HalvaaLoDiyurAcher1,HalvaaLoDiyurAshrai1,HalvaaLoDiyurAvoda1,HalvaaLoDiyurBank1,HalvaaLoDiyurBituach1,HalvaaLoDiyurLising1,HeviDoch1,KesefHutzAcher1,KesefHutzD1,KesefHutzDinarY1,KesefHutzE1,KesefHutzL1,MatbeaChisachon1,MatbeaHutz1,MatbeaLoNeemanut1,MatbeaNeemanut1,MatbeaPikdon1,MenayotMB1,Minus1
17,,4,2016,423.9140192,1,0,0,0,0,0,0,0,0,0,0,21600,51831.25,73431.25,3,0,3,2,1,,,,,99999999,,2,2,10000,,99999999,1,,,,,,1962,8,,,7,,,2,2,1,,,2,,2,,,,,,,,,,,,,,,2,2,,3,3,2,,2,1,99999998,,3,3,3,1,,1,1,2,,,2,,2,,,,,,2,0,2,2,3,3,,18000,,2,3,1,2,1,2,1,2,,,,,,,,,1,,,57,3,2,,,1,2,1,1,2,,1,2,,2,2,,,,,2,2,2,2,1,,,,1,,2,3,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,2,,,,2,2
19,,4,2016,531.6504941,1,0,0,0,0,0,0,0,0,0,0,132000,50340,182340,2,0,2,1,1,,,,,,,2,2,99999998,,2600000,1,,,,,,2008,7,,,2,,,2,2,1,2,,2,2,,,1,1,,,,,,,,,,,,1,2,,3,2,1,,2,1,60,,3,5,5,1,,,4,2,,,2,,2,,,,,,2,0,2,2,3,3,,350000,,2,3,,1,,,1,,,,,,,,,,1,,,200,4,8,,,1,5,1,1,1,1,1,1,,2,2,2,1,2,2,2,1,1,2,1,,,,2,,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
22,,4,2016,1730.381116,1,0,0,0,0,0,0,0,0,0,0,0,7616,452306,6,3,3,1,2,,,,,,,1,1,30000,,4200000,1,200000,,,,,2005,4,,,1,,,1,2,1,,,2,,2,,,,,,,,,,,,,,,,,,2,2,1,,2,,,,,,,,,,,2,,,2,,2,,,,,,2,,,,2,3,,1550000,,2,4,,,2,5,2,2,,,,,,,,,1,,,120,4,9,,,1,2,1,2,,,1,2,,2,1,,,,,2,1,1,2,2,,,,2,,2,5,800000,,,,,,,,,,,,,,2,2,1,1,2,2,2,,,,,,,2,,,,2,2
23,,4,2016,1057.306287,2,0,0,0,0,0,0,0,0,0,0,0,29112,147619,2,0,2,1,1,,99999998,,,,,2,2,5000,,99999998,1,,,,,,1985,1,,,2,,,2,2,2,1,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,1,2,,2,2,2,,2,,,2,3,3,3,,3,1,1,2,,,2,,2,,,,,4,2,0,2,2,99999998,3,,53000,,2,3,1,1,4,4,1,3,2,1,2,2,2,2,2,2,1,,,76,2,5,,2,1,4,1,,3,,2,2,,,,,,,,2,1,1,2,2,,,,2,,1,99999998,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
24,,4,2016,1001.067993,1,0,0,0,0,0,0,0,0,0,0,0,27564,87564,2,0,2,1,1,,,,,,,2,2,0,,99999998,1,,,,,,,,99999998,,,,,1,2,1,,99999998,2,,2,,,,,,,,,,,,,,,2,2,,3,3,2,,2,2,,,3,3,2,,,,2,2,,,2,,2,,,,,,2,0,2,2,3,3,99999998,,,2,3,2,2,1,3,,1,,,,,,,,,2,1,,110,2,7,99999998,,1,4,1,2,3,,1,2,,2,2,,,,,2,2,1,2,1,,,,2,,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
25,,4,2016,623.0131444,2,0,0,0,0,0,0,0,0,0,0,0,33960,33960,1,0,1,0,1,,,,,,,2,2,0,,99999998,0,,,,,,99999998,99999998,,,,,,,,,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,3,2,,2,,,2,3,3,3,,2,,1,2,,,2,,2,,,,,1,2,0,2,2,3,3,,99999998,,2,,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,,,99999998,1,99999998,,2,4,4,1,,2,4,2,1,,,,2,1,1,2,2,2,2,2,2,,,,2,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,
29,,4,2016,698.4840344,1,0,0,0,0,0,0,0,0,0,0,0,55128,104835.2727,2,0,2,1,1,,,,,,,2,2,99999998,,99999998,1,,,,,,1995,12,,,2,,,1,2,1,,,2,,2,,,,,,,,,,,,,,,2,2,,4,3,2,,2,,,,3,3,3,,,,2,2,,,2,,2,,,,,,2,1,2,2,99999998,3,,145000,,2,4,,2,4,8,1,3,,,,,,,,,1,,,86,6,4,,,1,4,1,,2,,99999998,2,,2,2,,,,,2,2,2,2,2,,,,2,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
30,,4,2016,1294.523012,2,0,0,0,0,0,0,0,0,0,0,0,2761.333333,339661.3333,5,1,4,3,1,,,25000,,,,1,2,50000,,,1,,,,,,,,8,,,,,2,1,1,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,,2,,,2,1,5,5,,3,2,3,2,,,2,,2,,,,,5,2,0,1,2,3,3,,,,2,4,1,2,2,3,,2,2,1,2,1,2,2,1,2,2,3,,130,3,7,1997,2,1,4,1,2,2,1,1,1,,,,2,1,2,2,1,1,1,2,1,,99999998,,2,2,2,5,120000,,,,6,2016,10,,,,,,,,,,,,,,2,,,,,,,2,1,,,1,1
32,,4,2016,635.8710287,2,0,0,0,0,60000,0,0,0,0,0,42000,84807.33333,253412.3333,3,0,3,2,1,,,,,99999999,,2,2,15000,,,1,,,,,,,,,200,,,,2,2,2,,,,2,1,1,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,3,4,3,,3,1,1,2,,,2,,2,,,,,8,2,0,2,2,3,3,,,,2,4,1,1,3,4,,3,2,1,2,1,2,2,2,2,,,,110,4,99999998,,,1,4,2,,2,,2,2,,,,,,,,2,1,1,2,1,,,,1,,2,4,0,,,,,,,,,,0,,,99999998,,,,,,,,,,,4,,,1,,,,2,2
33,,4,2016,631.4162691,1,0,0,0,0,0,0,0,0,0,0,108000,70913.5,448913.5,2,0,2,1,1,,,100000,500000,800000,,2,1,20000,330,15000000,1,800000,,,,,1999,99999998,,,2,,,1,2,1,2,,1,,2,,,,,,,,,,,,,,,1,2,,2,2,1,,2,,,,3,5,5,,,,4,2,,12000000,2,,2,,,,,,1,0,2,2,3,3,,1850000,,2,4,,1,,,1,,,,,,,,,,1,,,270,5,6,,,1,8,1,1,2,2,1,1,,2,2,2,1,2,2,2,1,2,1,1,,,,1,,2,5,0,,,,1,2016,1,1,2016,1,1,2016,1,,2,2,2,1,2,2,,,,,,,,2,1,1,1,1,2
34,,4,2016,867.5731969,1,0,0,0,0,0,0,0,0,0,0,0,35124,35124,1,0,1,0,1,,,,,,,2,2,99999998,,99999998,2,,,,,,1948,99999998,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,2,,4,3,2,2,,,,,3,3,3,,,1,1,2,,,2,,2,,,,,,2,0,2,2,3,3,,99999998,,2,,1,2,4,10,2,2,,,,,,,,,1,,,99999998,5,1,,,1,4,1,,2,,2,2,,2,2,,,,,2,2,2,2,2,,,,2,,2,99999998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
35,,4,2016,1350.976451,1,0,0,0,0,0,0,0,0,0,0,0,3862.666667,296066.6667,4,2,2,1,1,,,,,,,2,2,99999999,,99999998,2,,,,,,2004,1,,,,,,,,,2,,2,,2,,,,,,,,,,,,,,,1,2,,3,2,2,,2,,,,3,4,3,,,1,2,2,,,2,,2,,,,,,2,2,2,2,3,3,,99999999,,2,4,1,1,3,9,2,2,,,,,,,,,1,,,120,3,8,,,1,4,1,1,1,,1,2,,2,2,,,,,1,2,2,2,1,,,,2,,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
36,,4,2016,429.9148814,1,0,0,0,0,0,0,0,0,0,0,0,22050,178050,2,0,2,1,1,,,,,,,2,2,9800,,99999998,1,,,,20,,2012,2,,,1,,,2,2,1,1,,,2,1,1,,,,,,,,,,,,,,1,2,,4,3,1,2,,1,150,,3,4,3,2,,,2,2,,,2,,2,,,,,,2,1,2,1,4,4,,1480000,,2,1,,1,3,3,2,4,,,,,,,,,1,,,119,2,9,,,1,2,1,1,1,,1,2,,2,2,,,,,1,1,1,2,1,,,,2,,2,99999999,0,,,,0,,,,,,,,,99999998,,,,,,,,,,,,,,2,,,,1,2
37,,4,2016,1258.745324,2,0,0,0,0,0,0,0,0,0,0,0,55024,55024,2,0,2,1,1,,500000,,,,,2,2,99999998,,,1,,,,,,,,,,,,,2,2,2,,,2,,,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,3,2,,2,,,2,3,3,3,,3,,1,2,,,2,,2,,,,,7,2,0,2,1,3,3,,,,2,1,2,1,1,2,,2,2,1,2,1,2,2,2,2,3,,,50,5,1,,2,1,2,1,1,2,,1,2,,,,,,,,2,2,2,2,2,,,,2,,1,3,0,5,2016,20,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,2,2
38,,4,2016,588.7528892,1,0,0,0,0,0,0,0,0,0,0,0,46308,46308,2,0,2,1,1,,,,,,,2,2,99999998,,1260000,2,,,,,,2012,1,,,1,,,,,,,,1,,2,,,,,,,,,,,,,,,2,2,,4,3,2,,2,1,99999998,,3,4,3,1,,1,2,2,,99999998,2,,2,,,,,,1,0,2,2,2,2,,1000000,,2,,1,2,2,3,1,2,,,,,,,,,1,,,99999998,3,99999998,,,1,4,1,,2,4,2,1,,2,2,2,1,1,2,2,2,2,2,2,,,,2,,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
40,,4,2016,770.1463601,1,0,0,0,0,0,0,0,0,0,0,0,0,77268,2,0,2,2,0,,,,,,,1,2,7000,,1500000,2,,,,,,1972,9,,,2,,,,,,,,2,,,,2,,,,,,,,,,,,,2,2,2,4,3,2,,2,,,,3,4,2,,,,2,2,,,2,,2,,,,,,2,0,1,2,3,3,,300000,,2,4,2,2,2,3,1,2,,,,,,,,,1,,,75,5,1,,,1,4,1,,1,,2,2,,2,2,,,,,2,1,2,2,1,,2,,2,2,2,3,750000,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,2,1
41,,4,2016,867.5731969,1,0,0,0,0,0,0,0,0,0,0,0,33252,33252,1,0,1,0,1,,,,,,,2,2,10000,,2000000,1,,,,,,1984,7,,,7,,,2,1,1,,,2,,2,,,,,,,,,,,,,,,2,2,,4,3,2,,2,2,,,1,4,3,,,1,2,2,,,2,,2,,,,,,2,0,2,2,3,4,,248000,,2,4,1,1,2,3,1,2,,,,,,,,,1,,,90,5,5,,,1,4,1,,1,,2,2,,2,2,,,,,2,2,2,2,2,,,,2,,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
42,,4,2016,1387.831555,1,0,0,0,0,0,0,0,0,0,0,0,32984.83333,32984.83333,2,0,2,1,1,,,,,,,1,1,10000,,99999998,1,40000,,,,,1975,9,,,,,,2,2,1,,,2,,2,,,,,,,,,,,,,,,2,2,,4,5,2,,2,2,,,3,4,3,,,,1,2,,,2,,2,,,,,,2,0,2,2,3,2,,99999998,,2,,2,2,2,3,2,2,,,,,,,,,1,,,99999998,5,5,,,1,4,1,,1,,2,2,,2,2,,,,,2,2,2,2,2,,,,2,,2,4,250000,,,,,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,2,,,,2,2
43,,4,2016,839.1635356,2,0,0,0,0,0,0,0,0,0,0,0,19104,19104,2,0,2,1,1,,,,,,,2,1,99999998,,99999998,2,,,,,,1967,7,,,1,,,,,,,,2,,,,2,,2,2,1,2,1,2,2,2,2,1,2,2,2,2,4,3,2,,2,,,2,2,3,2,,1,,1,2,,,2,,2,,,,,4,2,0,2,2,3,4,,24,,2,1,2,2,4,5,2,2,1,1,1,1,2,2,2,2,1,,,60,5,4,,2,1,4,1,,2,,2,2,,,,,,,,2,2,2,2,2,,4,,2,2,2,1,0,,,,,,,,,,,,,,1,2,2,2,2,2,,,,,,,,2,,,,2,1
44,,4,2016,585.2415129,1,0,0,0,0,0,0,0,0,0,0,38400,42252,80652,1,0,1,0,1,,,,,300000,,2,1,50000,,1500000,1,99999998,,,,,1972,9,,,1,,,1,2,1,1,,2,,2,,,,,,,,,,,,,,,1,2,2,2,2,2,,2,2,,,3,4,4,,,,2,2,,,2,,2,,,,,,2,1,2,2,3,3,,65000,,2,1,2,2,3,5,2,4,,,,,,,,,1,,,110,4,4,,,1,4,1,,2,4,2,1,,2,2,2,1,1,2,2,2,2,2,1,,8,,1,2,2,1,0,,,,,,,,,,1,2016,1,,2,2,2,1,2,2,,,,,,,,2,,,1,2,1
45,,4,2016,3094.206465,2,0,0,0,0,0,0,0,0,0,0,0,0,405038,2,0,2,1,1,,,,,,,2,2,99999998,,99999998,1,,,,,,2012,11,,,,,,2,2,1,,,2,,,,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,,2,,,2,1,4,3,,3,2,2,2,,,2,,2,,,,,6,2,0,2,2,3,3,,99999999,,2,3,1,2,2,3,1,2,2,1,2,1,2,2,2,2,1,,,80,5,2,,2,1,4,1,1,1,1,1,1,,,,2,1,2,2,2,2,1,2,1,,,,2,,2,99999999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
48,,4,2016,1166.55327,1,0,0,0,0,30000,0,0,0,0,0,0,0,150000,1,0,1,1,0,,,,,,,2,2,15000,,,1,,,,,,,,,3200,,,,1,1,1,2,,,2,1,1,,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,2,2,,,,,3,2,1,,2,,1,2,,,2,,2,,,,,6,2,0,2,2,3,2,,,,2,4,2,2,,,,,2,2,2,2,2,1,2,2,,,,40,5,9,,,1,8,2,1,2,,1,2,,,,,,,,1,2,2,2,1,,12,,2,2,2,1,0,,,,,,,,,,,,,1000000,,,,,,,,,,,,,,2,,,,2,1
49,,4,2016,795.2637814,1,0,0,0,0,0,0,0,0,0,0,72000,64112,136112,3,0,3,2,1,,,,,,,2,2,99999998,,1600000,2,,,,,,2004,8,,,2,,,,,,1,,,,,,2,,,,,,,,,,,,,1,2,,2,2,2,2,,2,,,3,4,4,,,1,2,2,,,2,,2,,,,,,2,1,1,1,3,3,,235000,,2,3,1,1,2,4,1,2,,,,,,,,,1,,,97,4,7,,,1,4,1,,1,,2,2,,2,2,,,,,2,1,2,2,1,,,,2,,2,5,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2
51,,4,2016,747.7159623,1,0,0,0,0,0,0,0,0,0,0,204000,36177.75,240177.75,2,0,2,1,1,,1000000,,1500000,,,2,2,25000,,2500000,1,,,,,,1999,5,,,2,,,2,2,1,2,,2,99999998,1,2,,,,,,,,,,,,,,1,2,,1,1,1,,2,1,16,,1,5,5,1,,,3,2,,,2,,2,,,,,,99999998,1,2,1,3,3,,390000,,2,1,,1,3,5,1,2,,,,,,,,,1,,,150,5,6,,,1,2,1,1,1,,1,2,,2,2,,,,,2,1,1,1,2,,,,2,,1,5,0,2,2016,22,,,,2,2016,22,,,,,,,,,,,,150,,,1,,1,1,,1,,2,2
52,,4,2016,441.6442394,1,0,0,0,0,0,0,0,0,0,0,0,1776.666667,1776.666667,3,1,2,0,2,,99999999,,,99999999,,2,99999998,99999998,,99999998,1,,,,,,2003,3,,,1,,,2,2,1,1,,2,,2,,,,,,,,,,,,,,,1,1,2,2,2,2,,2,1,150,,3,5,4,1,,1,3,2,,,2,,2,,,,,,2,0,2,1,3,3,,1250000,,2,3,1,1,,,2,,,,,,,,,,1,,,160,4,8,,,1,5,1,1,1,4,1,1,,2,2,2,2,1,2,2,1,1,99999998,2,,12,,1,2,1,3,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,2,,,,99999998,1
54,,4,2016,623.0131444,1,0,0,0,0,0,0,0,0,0,0,54000,33960,87960,1,0,1,0,1,,,,,200000,,2,2,10000,,4500000,1,,,,,,1961,8,,,7,,,2,2,1,,,2,,2,,,,,,,,,,,,,,,2,2,,3,3,2,,2,1,20,,3,4,2,1,,1,2,2,,,2,,2,,,,,,2,0,2,2,3,3,,11000,,2,3,1,1,,,1,,,,,,,,,,1,,,132,5,2,,,1,5,1,,2,,2,2,,2,2,,,,,2,2,2,2,1,,,,1,,2,2,0,,,,,,,,,,3,2016,1,,,,,,,,,,,,,,,2,,,1,2,2
55,,4,2016,604.7535341,1,0,0,0,60000,0,0,0,0,0,0,192000,65004,317004,2,0,2,1,1,,,,,,,2,2,50000,,,1,,60,,40,,,,,10000,,,,2,2,2,,,,,2,,,,,,,,,,,,,,,,2,,1,2,2,2,,2,,,2,3,3,,,,2,2,,,2,,2,,,,,,2,3,2,2,3,4,,,,2,2,2,2,5,15,,8,,,,,,,,,,,,70,2,,,,1,4,2,1,2,,1,2,,,,,,,,2,2,2,2,2,,,,2,,2,5,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2
56,,4,2016,915.8491867,1,0,0,0,0,0,0,0,0,0,0,60000,33384,93384,1,0,1,0,1,,99999999,,,,,2,2,0,,99999998,1,,,,,,2004,7,,,1,,,2,1,99999998,2,,2,,2,,,,,,,,,,,,,,,1,2,,3,2,2,,2,2,,,2,3,3,,,1,2,2,,,2,,2,,,,,,2,1,2,1,3,3,,800000,,2,1,1,1,3,3,2,4,,,,,,,,,1,,,100,2,8,,,1,4,1,,1,1,2,1,,2,2,2,1,2,2,2,2,2,2,1,,,,2,,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
58,,4,2016,380.1639883,1,0,0,0,0,0,0,0,0,0,0,27600,41135.25,68735.25,2,0,2,0,2,,,,,,,2,2,17000,,99999998,1,,,,,,99999998,99999998,,,,,,2,2,2,,,2,,2,,,,,,,,,,,,,,,,,2,4,3,2,,2,,,,,,,,,,,2,,,2,,2,,,,,,2,,,,2,4,,99999999,,2,3,,,3,4,99999999,1,,,,,,,,,1,,,79,3,99999998,,,1,2,1,1,,,1,2,,2,2,,,,,2,1,2,2,2,,3,,2,2,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1
59,,4,2016,631.5252576,1,2000,0,0,0,0,0,0,0,0,0,0,17916,367147.2431,2,0,2,1,1,,,,,200000,,2,2,0,,99999998,1,,,,,,1969,99999998,,,7,,,2,1,1,,,2,,2,,,,,,,,,,,,,,,2,2,,3,2,2,,2,2,,,3,3,3,,,,2,2,,,2,,2,,,,,,2,1,2,2,3,3,,60000,,2,3,2,2,4,8,2,3,,,,,,,,,1,,,95,2,4,,,1,4,1,2,2,,1,2,,2,2,,,,,2,1,2,2,1,,,,1,,2,3,0,,,,,,,,,,2,2016,1,,,,,,,,,,,,,,,2,,,1,2,2
60,,4,2016,776.4140733,1,0,0,0,0,0,0,0,0,0,0,0,0,174450,1,0,1,1,0,,120000,,,35000,,2,2,15000,,,1,,,,,,,,,4600,,,,2,2,2,2,,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,1,1,,1,2,2,2,,,,,3,5,4,,4,1,2,2,,750000,2,,2,,,,,6,1,0,2,1,3,3,,,,2,3,1,2,,,,,99999998,1,2,2,2,1,2,2,,,,117,4,9,,,1,8,2,1,2,,1,2,,,,,,,,1,1,1,2,1,,,,1,,1,3,0,5,2016,29,,,,,,,5,2016,29,,,,,,,,,,2,,3,,1,1,,,1,2,2
61,,4,2016,469.4469062,1,0,0,0,0,0,0,0,0,0,0,0,36327,281188,2,0,2,2,0,,,,,,,2,2,99999998,200,99999998,1,,,,,,,,99999998,,,,,2,2,1,,99999998,2,,2,,,,,,,,,,,,,,,2,2,,3,3,2,,2,,,,3,3,3,,,,2,2,,,2,,2,,,,,,2,0,2,1,4,4,99999998,,,2,4,2,2,,,,,,,,,,,,,2,1,,110,4,1,99999998,,1,8,1,1,2,1,1,1,,2,2,2,1,2,2,2,1,1,2,1,,,,2,,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
63,,4,2016,1010.825155,1,0,0,0,0,0,0,0,0,0,0,0,48187,96187,2,0,2,1,1,,,,,,,2,2,99999998,,99999998,1,,,,,,2014,10,,,,,,1,2,1,2,,2,,2,,,,,,,,,,,,,,,1,1,,3,4,2,,2,,,,3,5,5,,,2,3,2,,,2,,2,,,,,,2,1,2,1,3,3,,99999999,,2,3,1,2,4,4,2,2,,,,,,,,,1,,,120,5,9,,,1,3,1,1,2,,1,2,,2,2,,,,,2,2,2,2,2,,,,2,,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
64,,4,2016,631.4162691,1,0,0,0,0,0,0,0,0,0,0,60000,55884,115884,2,0,2,1,1,,,,,,,2,2,10000,,99999998,1,,,,,,99999998,99999998,,,7,,,2,2,1,,,2,,2,,,,,,,,,,,,,,,2,2,,2,2,2,,2,2,,,3,4,4,,,,2,2,,,2,,2,,,,,,2,1,2,2,3,3,,25000,,2,4,2,1,4,6,2,4,,,,,,,,,1,,,75,3,6,,,1,4,1,,2,4,2,1,,2,2,2,2,1,2,2,1,2,2,1,,,,2,,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,2
65,,4,2016,541.6473757,2,0,0,0,0,0,0,0,0,0,0,0,41490.66667,41490.66667,2,0,2,1,1,,,,,,,99999999,99999999,0,,,0,,,,,,,,,,,,,,,,,,,,99999999,,,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,4,2,99999999,99999999,,,,,99999999,99999999,99999999,,99999999,,99999999,99999999,,,99999999,,99999999,,,,,99999999,99999999,99999999,99999999,99999999,3,4,,,,99999999,,99999999,99999999,,,,,99999999,99999999,99999999,99999999,99999999,99999999,99999999,99999999,,,,99999999,3,99999999,,,99999999,99999999,,1,,,1,2,,,,,,,,99999999,99999999,99999999,99999999,99999999,,,,99999999,,99999999,99999999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,99999999,,,,99999999,
66,,4,2016,531.6504941,1,0,0,0,0,0,0,0,0,0,0,72000,60636,408636,2,0,2,1,1,,,,99999998,99999999,,2,2,50000,,99999998,1,,,,,,2001,12,,,,,,2,2,1,3,,2,,2,,,,,,,,,,,,,,,1,1,,3,3,1,,2,1,210,,3,5,5,1,,,3,2,,,2,,2,,,,,,2,0,2,2,3,3,,99999999,,2,3,,1,,,2,,,,,,,,,,1,,,194,5,7,,,1,5,1,2,2,1,1,1,,2,2,2,1,2,2,1,1,1,1,1,,,,1,,2,5,0,,,,,,,0,,,0,,,,,,,,,,,,,,2,,,1,,,,2,2
67,,4,2016,385.3390759,1,0,0,0,0,0,0,0,0,0,0,42000,40164,82164,1,0,1,0,1,,,,,99999998,,2,2,99999998,,,1,,,,,,,,,5300,,,,2,2,1,,,,,2,,,,1,2,2,2,2,1,2,2,1,1,2,2,2,,3,3,2,2,,,,,3,1,1,,1,,1,2,,,2,,2,,,,,2,2,2,2,2,3,4,,,,2,,2,2,5,4,,99999998,2,1,1,1,2,2,1,2,,,,99999998,1,7,,,1,4,2,,2,,2,2,,,,,,,,2,2,2,2,2,,,,1,,2,4,0,,,,,,,,,,0,,,,,,,,,,,,99999998,,99999998,,,1,,,,2,2
68,,4,2016,510.18383,1,0,0,0,0,0,0,0,0,0,0,0,53280,208543,3,0,3,2,1,,,,,,,2,2,99999998,,99999998,1,,,,,,99999998,99999998,,,7,,,1,2,1,,,2,,2,,,,,,,,,,,,,,,2,2,2,4,4,2,,2,2,,,3,4,4,,,,3,2,,,2,,2,,,,,,2,1,2,2,3,3,,140000,,2,3,2,2,3,4,2,1,,,,,,,,,1,,,100,3,5,,,1,4,1,1,1,,1,2,,2,2,,,,,2,2,2,2,1,,12,,2,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1
